
------------------------------------------------------------------------------

tsLinesOfCode, v2.4.0 (build 07/31/2013)

  Author(s): Richard S. Gordon
  Copyright (c) 2007-2013 Richard S. Gordon.
		All rights reserved.
  GNU General Public License, Version 3, 29 June 2007

  Credits: 

	  tsLibCLI Import & Application Launch Features: 
	  Copyright (c) 2007-2009 Frederick A. Kier. 
			All rights reserved.

	  File Extension Features of SLOCCount 2.26: 
	  Copyright (c) 2001-2004 David A. Wheeler. 
			All rights reserved.

	  Algorithm Features of COCOMO(R) 81: 
	  Copyright (c) 1981 Dr. Barry W. Boehm. 
			All rights reserved.

	  Python Logging Module API Features: 
	  Copyright (c) 2001-2013 Python Software Foundation.
			All rights reserved.
	  PSF License Agreement for Python 2.7.3 & 3.3.0

------------------------------------------------------------------------------

		Individual Source Code Feature Statistics

    CODE    CMNTS    LINES    WORDS    CHARS PATH/FILE
       0       57       57      235     2256 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/COPYING.txt
       0      167      167      838     6804 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/COPYRIGHT.txt
       0      161      161      589     6543 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/CREDITS.txt
       0     1832     1832     7352    72923 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/DEMO.txt
       0      310      310     1256    11566 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/FAQ.txt
       0     1768     1768     8988    78380 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/GETTING_STARTED.txt
       0      191      191      609     5206 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/INSTALL.txt
       0     2998     2998    19952   138969 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/LICENSE.txt
       0      104      104      499     4040 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/NEWS.txt
       0       64       64      220     2172 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/NOTICES.txt
       0      115      115      316     3042 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/OPERATE.txt
       0      988      988     3861    39284 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README.txt
       0     1007     1007     4589    40537 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README1-Introduction.txt
       0      450      450     1882    17848 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README2-Repository.txt
       0      160      160      558     6498 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README3-Documents.txt
